PREDDEG,CONTROL,LOCALE,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,PPTUG_EF,INEXPFTE,AVGFACSAL,PCTPELL,PCTFLOAN,CDR2,PAR_ED_PCT_PS,GRAD_DEBT_MDN,MD_FAMINC,MD_EARN_WNE_P6,MD_EARN_WNE_P8,COST
3.0,2.0,33.0,2587.0,0.8002,0.0325,0.0649,0.0302,0.0031,0.0,0.0039,15764.0,11420.0,0.209,0.6634,0.02,0.8471290082,26000.0,90321.0,69155.0,78060.0,73867.0
2.0,1.0,32.0,422.0,0.6114,0.0806,0.0379,0.0142,0.019,0.0024,0.372,6047.0,5892.0,0.272,0.1751,0.12,0.537826685,13250.0,28685.0,31524.0,35800.0,14010.0
2.0,2.0,21.0,115.0,0.1739,0.2522,0.3913,0.0957,0.0,0.0,0.7739,35394.0,10831.0,0.46,0.73,0.016,0.5833333333,19625.0,33101.5,81701.42654599172,89294.0,49491.741740213445
4.0,2.0,12.0,-7756.811509360423,0.38312413874239104,0.11061120370029953,0.20538281482450693,0.07206594339589034,0.040871860658303394,0.005285391683192704,-0.040514921200468845,83197.0,5660.0,0.44447449449349546,0.33444057277295614,0.058,0.7321221764942593,9517.337885166382,28916.109065010984,41434.29505234649,41779.594551646274,61254.69585617367
3.0,2.0,32.0,3124.0,0.6428,0.0467,0.0931,0.0573,0.001,0.0016,0.0038,25967.0,12553.0,0.128,0.1119,0.015,0.8192488263,15000.0,76732.0,61087.0,75059.0,80160.0
3.0,2.0,11.0,372.0,0.0457,0.5833,0.2984,0.0134,0.0,0.0081,0.2473,9987.0,8467.0,0.6493,0.6841,0.068,0.5041841004,27688.0,14836.5,32858.0,41015.0,33506.0
3.0,2.0,11.0,8902.0,0.3162,0.0745,0.1541,0.1843,0.003,0.0015,0.0718,92560.0,20662.0,0.2216,0.1523,0.019,0.7495094833,21500.0,31310.5,83776.0,91530.0,82617.0
2.0,1.0,41.0,878.0,0.6412,0.1128,0.1128,0.0364,0.0011,0.0,0.4829,9992.0,5793.0,0.276,0.0967,0.111,0.563812601,12000.0,27153.0,35597.0,39021.0,12479.0
1.0,3.0,11.0,131.0,0.0305,0.3053,0.2443,0.0229,0.0,0.0076,0.2672,7025.0,4981.637380667334,0.6571,0.5667,0.08,0.4447410571,10667.0,13279.5,19404.0,21116.0,21999.0
1.0,3.0,21.0,199.0,0.4472,0.3769,0.1256,0.0302,0.0,0.0,0.0452,3260.0,4798.845383346304,0.6142,0.5411,0.045,0.563071298,6333.0,16234.0,23061.0,21824.0,25017.0
3.0,2.0,11.0,892.0,0.2848,0.0504,0.1244,0.3083,0.0,0.0,0.0,33671.0,14365.0,0.2756,0.1743,0.024,0.813559322,15000.0,38048.0,39123.0,68791.0,64318.0
3.0,2.0,13.0,15676.0,0.3283,0.0734,0.1474,0.2341,0.0026,0.0013,0.0031,32766.0,16314.0,0.1765,0.2318,0.012,0.8458359822,14000.0,75110.0,85814.0,90944.0,80278.0
4.0,2.0,11.0,-7442.5477434722,0.44002032067745905,-0.011007529940445626,0.01597981378686031,0.22771462600483972,0.03888134722214179,-0.005850175675471345,-0.5372571845582835,222297.0,17870.11159223804,0.1480934467798174,0.4052670018593548,0.012,0.8458359822,14000.0,75110.0,85814.0,90944.0,140937.50906994898
2.0,1.0,41.0,1344.0,0.7738,0.0618,0.0446,0.0141,0.0007,0.0022,0.3452,7470.0,7733.0,0.1834,0.1753,0.217,0.576184379,12000.0,32298.0,29974.0,35394.0,14303.0
2.0,2.0,12.0,215.0,0.7349,0.1023,0.014,0.0372,0.014,0.0,0.7116,11351.0,8877.0,0.3532,0.5476,0.032,0.6636363636,15250.0,37843.0,55887.0,71128.0,28186.0
2.0,2.0,21.0,3005.0,0.4609,0.0709,0.1943,0.0839,0.0043,0.0033,0.0459,11864.0,9610.0,0.3031,0.5536,0.035,0.7173458725,15750.0,50484.0,40171.0,44633.0,52817.0
3.0,1.0,11.0,15554.0,0.178,0.0923,0.2675,0.36,0.0017,0.0008,0.1924,11698.0,12765.0,0.523,0.1071,0.045,0.4892236385,11512.0,20824.5,59805.0,64483.0,13540.0
2.0,1.0,11.0,16302.0,0.0896,0.2571,0.4425,0.1167,0.0031,0.0018,0.3225,14355.0,11290.0,0.5721,0.0377,0.141,0.4690111421,7574.0,16902.0,33185.0,37936.0,13040.0
2.0,1.0,11.0,6069.0,0.0213,0.278,0.6159,0.0359,0.0021,0.0007,0.3689,22051.0,11662.0,0.5696,0.0355,0.118,0.4759368836,8384.0,15370.0,34123.0,37612.0,11911.0
3.0,1.0,11.0,10785.0,0.2503,0.1931,0.2382,0.2507,0.001,0.0009,0.2185,13426.0,12745.0,0.545,0.0705,0.063,0.5238095238,11000.0,19956.5,46145.0,51406.0,13586.0
3.0,1.0,11.0,8987.0,0.4099,0.1394,0.264,0.1279,0.0014,0.0017,0.1888,12918.0,12621.0,0.4969,0.0933,0.094,0.53272861,14350.0,23633.5,40556.0,47275.0,14292.0
3.0,1.0,11.0,11481.0,0.12,0.1533,0.39,0.2553,0.0017,0.0015,0.1793,23871.0,13179.0,0.5827,0.0618,0.067,0.5403468208,11990.0,20074.0,46743.0,54245.0,13514.0
3.0,1.0,11.0,2666.0,0.2119,0.2877,0.3098,0.132,0.0023,0.003,0.6654,41913.0,13869.0,0.3475,0.1328,0.048,0.5604395604,12584.0,24811.0,60428.0,56502.0,37811.83808062658
2.0,1.0,11.0,4392.0,0.0194,0.2985,0.5945,0.0305,0.0011,0.0016,0.4658,19928.0,11154.0,0.596,0.0417,0.108,0.4573055028,8442.0,15387.0,33764.0,35648.0,15009.0
3.0,1.0,11.0,16549.0,0.1869,0.1082,0.3121,0.3061,0.0023,0.0015,0.1909,10661.0,12829.0,0.5205,0.0651,0.039,0.5305532618,11000.0,22326.0,47281.0,54944.0,13345.0
3.0,1.0,11.0,11726.0,0.1409,0.1623,0.5019,0.1255,0.0038,0.0026,0.1763,15259.0,12016.0,0.5752,0.0736,0.074,0.5150742115,11000.0,19475.0,48479.0,50578.0,13746.0
2.0,1.0,11.0,7149.0,0.2329,0.3094,0.2445,0.1365,0.002,0.001,0.2421,16100.0,11292.0,0.311,0.0281,0.109,0.5220759101,7100.0,18942.5,34409.0,36840.0,14721.0
2.0,1.0,11.0,9915.0,0.0785,0.175,0.4582,0.1761,0.0048,0.0019,0.3502,16812.0,12081.0,0.3912,0.025,0.134,0.4599420113,7407.0,16968.5,32976.0,37110.0,14704.0
3.0,1.0,11.0,10485.0,0.0453,0.257,0.5779,0.0711,0.0021,0.0011,0.2951,14449.0,11860.0,0.58,0.1149,0.075,0.4806804374,10950.0,17797.0,46948.0,51208.0,13565.0
3.0,1.0,11.0,3239.0,0.0182,0.7237,0.1689,0.0321,0.004,0.0006,0.2735,24521.0,11863.0,0.5769,0.1096,0.118,0.4966777409,10988.0,18815.0,35822.0,40860.0,14890.0
3.0,1.0,11.0,12312.0,0.0941,0.2595,0.3582,0.2196,0.0041,0.0019,0.3176,14499.0,11900.0,0.5322,0.0543,0.112,0.4876033058,10533.0,20012.5,40434.0,43367.0,13725.0
3.0,1.0,11.0,13513.0,0.1951,0.0959,0.2963,0.3152,0.0047,0.0026,0.2263,11603.0,12118.0,0.4573,0.0784,0.054,0.5309664694,10298.0,20800.0,45376.0,54267.0,13733.0
2.0,1.0,11.0,8380.0,0.0882,0.2332,0.3409,0.2365,0.0121,0.0056,0.366,15474.0,11651.0,0.4383,0.036,0.114,0.4810671256,8600.0,20309.5,34232.0,38900.0,12826.0
4.0,1.0,11.0,13794.840971496315,0.46880391461769816,-0.003420703076774778,0.2159409395688502,0.16891406894385394,-0.008085662483928585,0.0005243656039750633,0.22486255816419864,27400.0,16923.0,0.08742590357697855,0.26462747139643905,0.028,0.7990027050448585,24465.186976287765,71588.93145290614,71628.0580700524,80432.81225057649,51317.84816188336
3.0,1.0,11.0,4822.0,0.0506,0.3735,0.2621,0.2202,0.0151,0.0044,0.2793,14392.0,11745.0,0.4713,0.0564,0.083,0.5040816327,11000.0,19735.0,43950.0,48318.0,13749.0
1.0,2.0,32.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27870.0,9376.72705538808,0.3333,0.7333,0.038,0.6881382731261663,15806.142632384996,73417.0,49395.21985158731,53024.666446460484,14173.0
3.0,2.0,11.0,1372.0,0.5605,0.1545,0.0561,0.0794,0.0044,0.0015,0.2208,13881.0,8041.0,0.3804,0.6275,0.06,0.7291139241,25000.0,47229.0,55755.0,62247.0,43808.0
3.0,2.0,21.0,1682.0,0.7634,0.0993,0.0529,0.0422,0.0042,0.0,0.0678,9444.0,7132.0,0.4136,0.6543,0.052,0.7115902965,22091.0,51683.5,49208.0,51150.0,42126.0
3.0,2.0,21.0,1079.0,0.2641,0.1446,0.4013,0.0575,0.0,0.0009,0.0528,9123.0,8493.0,0.4394,0.6077,0.068,0.6787048568,25000.0,43171.0,45687.0,53692.0,44338.0
2.0,1.0,21.0,3631.0,0.4778,0.1424,0.2575,0.0262,0.0019,0.0006,0.3657,5906.0,9038.0,0.2005,0.1185,0.123,0.5753583882,10039.0,30761.0,34492.0,37984.0,14606.0
2.0,2.0,13.0,141.0,0.234,0.0922,0.0709,0.0851,0.0,0.0,0.9078,13399.0,8404.0,0.2411,0.2553,0.02,0.5102040816,16196.78678282018,34283.0,60671.0,61092.0,19964.0
3.0,2.0,13.0,603.0,0.728,0.0431,0.0614,0.0216,0.0083,0.0,0.0282,12533.0,4638.0,0.3328,0.7571,0.05,0.7316017316,27000.0,65605.0,47293.0,49493.0,49138.0
2.0,1.0,11.0,6086.0,0.509,0.1847,0.0823,0.0624,0.0062,0.0,0.264,8799.0,5624.0,0.3708,0.1783,0.149,0.6157038513,9250.0,25064.0,33136.0,36277.0,11850.0
2.0,1.0,11.0,7635.0,0.3895,0.0881,0.2234,0.1287,0.0009,0.0014,0.1007,14756.0,9746.0,0.3177,0.3013,0.055,0.7239915074,12000.0,46417.0,49996.0,56903.0,29186.0
2.0,1.0,41.0,2844.0,0.737,0.0928,0.096,0.0172,0.0025,0.0007,0.3344,5659.0,6773.0,0.2841,0.4466,0.108,0.6205357143,12975.0,32408.0,31956.0,35096.0,16030.0
3.0,3.0,21.0,472.0,0.4153,0.1716,0.3051,0.0106,0.0021,0.0,0.0318,7148.0,6246.0,0.4599,0.5305,0.126,0.6829268293,21500.0,41769.5,30966.0,33732.0,36554.0
3.0,2.0,11.0,9843.0,0.5032,0.0539,0.184,0.1333,0.0004,0.0009,0.0234,17858.0,14949.0,0.205,0.461,0.034,0.8235915493,24300.0,97877.0,63774.0,74769.0,74795.0
2.0,1.0,41.0,993.0,0.6244,0.0534,0.1339,0.0141,0.0,0.0,0.3404,8018.0,8782.0,0.2687,0.1145,0.122,0.5077343039,12125.0,25598.0,34387.0,34551.0,14125.0
1.0,2.0,11.0,149.0,0.255,0.0336,0.0671,0.094,0.0,0.0,0.0,25048.0,8165.130646613843,0.0571,0.0952,0.015,0.6666666667,14536.839666418222,18810.5,40506.0,47499.0,39949.0
2.0,1.0,32.0,2026.0,0.6826,0.1426,0.0612,0.0104,0.0064,0.0005,0.3741,6110.0,6929.0,0.235,0.1934,0.117,0.5546181172,11622.0,27218.0,32238.0,33890.0,14332.0
3.0,2.0,22.0,2071.0,0.6451,0.0314,0.0951,0.0903,0.0005,0.0,0.0005,28166.0,12129.0,0.182,0.399,0.033,0.8671497585,17000.0,83853.0,62322.0,67147.0,77000.0
3.0,2.0,33.0,1085.0,0.5825,0.1447,0.0986,0.0221,0.0028,0.0,0.0129,13253.0,7710.0,0.35,0.5271,0.035,0.7291311755,27000.0,64836.0,44991.0,54369.0,64262.0
2.0,2.0,11.0,544.0,0.1103,0.682,0.1085,0.0754,0.0037,0.0018,0.3603,13039.0,9667.0,0.3583,0.7041,0.032,0.537366548,15250.0,43203.5,89211.0,97659.0,46867.0
2.0,1.0,41.0,1298.0,0.624,0.1703,0.0924,0.0131,0.0062,0.0,0.2273,5518.0,5785.0,0.3691,0.2999,0.141,0.5634870499,11365.0,28433.5,32178.0,33565.0,16298.0
3.0,2.0,21.0,827.0,0.5707,0.1064,0.0435,0.0097,0.0073,0.0,0.0351,6325.0,6079.0,0.4622,0.9078,0.07,0.6186046512,24750.0,41765.0,41782.0,41453.0,34125.0
3.0,2.0,32.0,1539.0,0.6634,0.0689,0.0929,0.0234,0.0013,0.0006,0.0065,20007.0,9539.0,0.2325,0.5994,0.017,0.875,27000.0,111824.0,56339.0,60252.0,78579.0
3.0,2.0,21.0,6051.0,0.5057,0.0901,0.1621,0.1395,0.0023,0.0003,0.0385,18141.0,14202.0,0.2312,0.4476,0.045,0.7646822204,23621.0,72953.0,53862.0,60003.0,65796.0
3.0,2.0,43.0,745.0,0.7356,0.0711,0.0134,0.0201,0.004,0.0013,0.047,11031.0,6385.0,0.3884,0.5837,0.016,0.8299180328,25250.0,60483.0,36029.0,39633.0,27969.0
2.0,1.0,13.0,6189.0,0.6484,0.1241,0.0918,0.0763,0.0057,0.0021,0.2975,10397.0,7364.0,0.2967,0.1849,0.153,0.6062255115,10625.0,32393.0,36721.0,39849.0,13619.0
1.0,3.0,21.0,952.0,0.3634,0.2143,0.313,0.0441,0.0021,0.0021,0.3015,4790.0,5808.472110005403,0.6564,0.7144,0.007,0.3854545455,7937.0,16758.0,33638.0,32321.0,29320.0
3.0,2.0,21.0,2633.0,0.4979,0.0976,0.2829,0.0228,0.0015,0.0027,0.0122,10730.0,10347.0,0.2722,0.4693,0.037,0.6865227103,25999.0,61619.0,54390.0,62611.0,57113.0
1.0,2.0,21.0,172.0,0.3081,0.5523,0.0698,0.0,0.0058,0.0,0.0,8376.0,8164.778135107651,0.5215,0.6963,0.033,0.6486486486,14308.693050472993,21480.5,32137.0,46541.0,22076.0
2.0,3.0,21.0,67.0,0.3731,0.1343,0.2985,0.0149,0.0,0.0,0.0,13298.0,5833.0,0.6538,0.6731,0.141,0.6222222222,17600.102641582947,32455.0,38644.0,56839.0,30661.0
3.0,2.0,23.0,4601.0,0.7214,0.0528,0.1011,0.0367,0.0009,0.0009,0.0178,13964.0,9290.0,0.1949,0.6739,0.017,0.8624247635,24000.0,92521.0,49433.0,56648.0,65542.0
2.0,1.0,32.0,1596.0,0.7575,0.0526,0.0796,0.01,0.0244,0.0013,0.2506,7270.0,6492.0,0.227,0.108,0.147,0.5920679887,10990.0,29687.0,30483.0,33585.0,16594.0
2.0,3.0,32.0,287.0,0.6551,0.0279,0.1289,0.0,0.0453,0.0035,0.0314,2073.0,5556.0,0.7944,0.0697,0.089,0.4696969697,14800.0,18308.0,31654.0,31257.0,18448.0
2.0,1.0,13.0,1547.0,0.6878,0.0918,0.1054,0.0213,0.0103,0.0039,0.2754,5887.0,6978.0,0.3637,0.2362,0.135,0.5567783892,12000.0,28941.5,32634.0,34034.0,18697.0
3.0,2.0,11.0,149.0,0.8389,0.0,0.0537,0.0067,0.0,0.0,0.0268,14606.0,12372.0,0.0625,0.1944,0.015,1.1951412907085146,44959.112058974344,179864.0,88443.27280623614,98304.0,86964.0
3.0,2.0,11.0,476.0,0.3319,0.0693,0.0882,0.1282,0.0,0.0021,0.0,33528.0,11566.0,0.1495,0.2326,0.015,0.7970585132199064,25500.0,62436.0,31490.0,37380.0,79572.0
3.0,2.0,32.0,983.0,0.8016,0.0529,0.059,0.0081,0.0051,0.001,0.0671,8088.0,6118.0,0.4254,0.8695,0.036,0.6179159049,27000.0,41789.0,46087.0,50839.0,52574.0
3.0,3.0,11.0,1075.0,0.3879,0.2242,0.2112,0.0726,0.0056,0.0037,0.0874,7647.0,6674.0,0.3681,0.6005,0.089,0.6747181965,24000.0,56359.0,52957.0,54206.0,50573.0
3.0,2.0,21.0,2459.0,0.7255,0.0744,0.0882,0.0447,0.002,0.0004,0.1122,11789.0,9468.0,0.3056,0.6277,0.041,0.7770992366,23000.0,74353.0,51481.0,53946.0,50504.0
3.0,2.0,21.0,5751.0,0.3817,0.1595,0.1582,0.1248,0.0024,0.003,0.0915,12136.0,12569.0,0.2022,0.2841,0.08,0.6436430318,23577.0,27459.0,45151.0,52690.0,53506.0
1.0,3.0,21.0,165.0,0.0667,0.5273,0.3091,0.0364,0.0,0.0061,0.5333,5118.0,4409.133067888734,0.4832,0.3782,0.09,0.5494505495,8254.0,17356.0,23204.0,19184.0,27431.0
2.0,3.0,11.0,713.0,0.0701,0.087,0.352,0.4755,0.0,0.0,0.0421,3202.0,3746.0,0.8827,0.0306,0.078,0.3333333333,8750.0,11208.0,19068.0,21709.0,18781.0
2.0,3.0,11.0,437.0,0.0481,0.5034,0.3387,0.0732,0.0,0.0,0.1922,3239.0,6520.0,0.8643,0.8928,0.135,0.4729344729,20000.0,13984.5,33163.0,35473.0,30718.0
3.0,2.0,11.0,3066.0,0.4615,0.0643,0.2864,0.0457,0.0016,0.0003,0.0483,15420.0,11973.0,0.2831,0.4918,0.036,0.7458363505,26000.0,76817.0,68472.0,78469.0,61165.0
3.0,2.0,11.0,503.0,0.3499,0.0616,0.1093,0.0775,0.004,0.0,0.002,14729.0,8111.0,0.148,0.358,0.026,0.8721142344637807,26994.0,87262.5,25315.0,19421.0,72477.0
3.0,2.0,21.0,1276.0,0.4851,0.098,0.3158,0.0212,0.0008,0.0016,0.0259,10711.0,8740.0,0.2697,0.4747,0.036,0.6989869754,25000.0,53935.0,42359.0,51548.0,52355.0
2.0,2.0,13.0,758.0,0.434,0.1662,0.0778,0.0515,0.004,0.0,0.7665,12013.0,7513.0,0.4588,0.5386,0.075,0.5900990099,20528.0,31074.0,47147.0,48743.0,26355.0
1.0,2.0,32.0,9.0,0.5556,0.3333,0.0,0.0,0.0,0.0,0.6667,7128.0,7900.531093147137,0.6,0.85,0.047,0.5562913907,18955.0,30908.0,61222.0,56869.0,14085.0
3.0,2.0,21.0,5069.0,0.7333,0.0373,0.1341,0.0345,0.0004,0.0006,0.0306,13161.0,10156.0,0.1483,0.5949,0.017,0.8116094987,25000.0,107457.0,59015.0,68421.0,62169.0
3.0,2.0,11.0,1568.0,0.5172,0.1027,0.227,0.0287,0.0006,0.0019,0.111,13052.0,8392.0,0.2955,0.7107,0.081,0.7736289382,25750.0,58699.0,36178.0,41777.0,61863.0
3.0,2.0,11.0,1185.0,0.6346,0.238,0.0498,0.0186,0.0245,0.0017,0.1063,5476.0,5400.0,0.5012,0.6071,0.055,0.6080084299,23000.0,31325.0,36957.0,41474.0,40348.0
2.0,2.0,13.0,121.0,0.5372,0.1818,0.0496,0.1157,0.0,0.0,0.9917,20699.0,7775.0,0.3385,0.6462,0.058,0.7261904762,14745.0,29450.5,63063.0,56181.0,33637.89633041613
1.0,2.0,11.0,15.0,0.4667,0.1333,0.1333,0.2667,0.0,0.0,0.0,357.0,5943.590420939218,0.0,0.2222,0.0,0.5355069771365111,15087.72048019803,27134.918915083566,31117.790452509245,33375.34505826789,23532.97584091189
3.0,2.0,21.0,5510.0,0.1648,0.2494,0.465,0.0483,0.0022,0.002,0.1361,7990.0,9511.0,0.5004,0.5164,0.054,0.5813047712,19637.0,27173.5,40371.0,43914.0,30568.0
3.0,2.0,11.0,344.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3320.0,2700.0,0.3875,0.0,0.0,0.5925925926,11808.917597965668,13085.0,20161.448042943102,20302.527255054105,21060.0
2.0,2.0,11.0,47.0,0.9362,0.0,0.0,0.0,0.0,0.0,0.0,5801.0,2350.0,0.625,0.0,0.0,0.621183161543277,12954.382839270995,30513.5,22597.6813964274,22678.43983870138,17850.0
1.0,3.0,13.0,365.0,0.2356,0.3041,0.1178,0.0137,0.011,0.0164,0.0,6374.0,5862.0,0.7212,0.6688,0.168,0.4369304556,19000.0,14910.0,27467.0,33711.0,27736.0
2.0,2.0,11.0,114.0,0.9386,0.0,0.0,0.0,0.0,0.0,0.0,9181.0,3469.0,0.4265,0.0,0.0,0.6081666885826151,13025.92771421957,26399.0,25328.916329075157,25947.407275585236,22585.0
1.0,3.0,13.0,66.0,0.9848,0.0152,0.0,0.0,0.0,0.0,0.2576,4565.0,7043.404543811038,0.4636,0.5727,0.225,0.6739130435,16622.273252866777,30834.0,46112.0,45896.0,26442.0
2.0,1.0,13.0,2852.0,0.655,0.1104,0.1097,0.068,0.0018,0.0018,0.2591,4276.0,6420.0,0.3101,0.1636,0.124,0.5746406192,11000.0,24882.0,31648.0,34081.0,15482.0
3.0,2.0,21.0,3207.0,0.508,0.1004,0.2466,0.0904,0.0028,0.0025,0.1799,12875.0,11043.0,0.2944,0.6215,0.035,0.6470175439,27000.0,60092.0,69985.0,68560.0,47058.0
3.0,3.0,11.0,5434.0,0.0335,0.4242,0.3927,0.0195,0.005,0.0022,0.3397,4481.0,6426.0,0.5517,0.4461,0.084,0.5093147039,18818.0,19090.0,33969.0,36305.0,24603.0
2.0,1.0,21.0,7460.0,0.532,0.2147,0.1221,0.0606,0.0048,0.0012,0.4084,8109.0,6891.0,0.4751,0.2664,0.165,0.6084393422,9750.0,25288.0,31834.0,35751.0,14021.0
3.0,2.0,13.0,1466.0,0.5246,0.088,0.2599,0.0273,0.0007,0.0,0.193,9438.0,9428.0,0.3023,0.6983,0.04,0.6284860558,26007.0,63908.5,56772.0,59773.0,48858.0
3.0,2.0,11.0,2233.0,0.3954,0.1388,0.3309,0.0528,0.0009,0.0009,0.0649,8298.0,9335.0,0.4476,0.6076,0.07,0.5898161245,25000.0,34712.0,55264.0,59205.0,49939.0
4.0,2.0,11.0,2405.259126377712,0.36959804819902886,0.09155042221665699,0.2869987454825117,0.08299817386581922,0.016185692473790453,0.006346704447371378,0.17988956068927442,23055.0,7965.401012704207,0.40772868356603964,0.34484692393775085,0.015,0.6784047483525412,15505.780764723579,35412.83685791314,40580.28707092941,43639.489914232785,35916.28315070392
2.0,1.0,21.0,10540.0,0.291,0.2055,0.3593,0.0783,0.0024,0.0015,0.3971,9900.0,11124.0,0.3618,0.176,0.11,0.5509349289,10500.0,29167.0,38194.0,41759.0,12898.0
3.0,2.0,21.0,1978.0,0.7917,0.0516,0.0693,0.0222,0.0035,0.0,0.0268,13144.0,8158.0,0.2509,0.7419,0.022,0.8179396092,26038.0,78894.5,46127.0,51380.0,54255.0
1.0,2.0,11.0,64.0,0.3906,0.1094,0.1563,0.0313,0.0,0.0,0.0,15027.0,6371.691489233935,0.1358,0.4321,0.05,0.4993059332889958,14156.543387962409,16640.0,32701.37027398366,34896.34252182071,37159.0
3.0,2.0,11.0,7136.0,0.3339,0.0376,0.1037,0.1121,0.0008,0.0011,0.066,16259.0,12590.0,0.1622,0.2684,0.047,0.8055987558,22266.0,42578.5,44026.0,48120.0,75533.0
4.0,2.0,32.0,1481.335309092964,0.4777954595529716,0.05355304016425022,0.2406857884343072,0.05022458281824557,0.03528243034744691,0.0062092995346989255,0.2138987133348731,13167.0,6401.0,0.43894357358059416,0.327112900819967,0.0,0.6356031887112866,14563.730213000395,28911.668085914127,34050.11788645283,36314.21912263905,29007.159204711046
4.0,2.0,11.0,11914.775006864145,-0.0037241934033501733,0.09578549660668478,0.5148685800367918,0.20015219566352566,0.019613223855207973,0.006367297625008643,0.42727075096118483,26273.0,14587.0,0.4529328684143093,0.09916568571622703,0.02,0.5154207892996924,9667.217914674613,1207.0,47972.7035831424,53431.92262603867,19739.029634326136
4.0,2.0,21.0,2799.1791347933604,0.43160121462769374,0.06115478126939089,0.25348778917629244,0.07924605051426639,0.02303355957813219,0.00541319820542354,0.17652093229097154,22738.0,8239.0,0.393623701762087,0.34598794711856706,0.012,0.6761752718057521,15859.877782999658,36667.121487915414,41615.82943399997,44876.99851428796,36278.06255026162
1.0,3.0,11.0,266.0,0.0376,0.1992,0.6805,0.0602,0.0,0.0,0.0,4820.0,3967.0,0.9349,0.7377,0.15,0.313253012,8309.0,13930.0,31699.0,36351.0,21538.0
4.0,2.0,11.0,-1676.2978505006536,0.31399321694620486,0.1486758534513687,0.332436783188648,0.039336511527248624,0.020445694587813423,0.007674500576616929,0.20638538516731852,18579.0,4500.0,0.5165614450609858,0.3561264548305866,0.117,0.6246468977310002,12287.449152673102,21540.88761054247,28393.053648357898,29311.479346152126,28779.67627037171
3.0,2.0,11.0,29136.0,0.2183,0.0783,0.1657,0.2017,0.0016,0.0011,0.0319,33254.0,16705.0,0.1901,0.2408,0.021,0.7851156554,20500.0,51965.5,63932.0,71525.0,76563.0
2.0,1.0,41.0,2763.0,0.7072,0.1234,0.0586,0.0271,0.0116,0.0007,0.27,9739.0,8521.0,0.3394,0.1892,0.126,0.6143382353,11039.0,31995.5,32567.0,36708.0,12697.0
3.0,2.0,21.0,2668.0,0.6289,0.0622,0.0446,0.0169,0.0034,0.0007,0.0172,8857.0,9671.0,0.2743,0.5824,0.046,0.7584846093,25475.0,65545.0,43710.0,50992.0,48664.0
1.0,3.0,21.0,40.0,0.375,0.1,0.375,0.0,0.0,0.0,0.225,9688.0,4988.928203685167,0.4359,0.3718,0.121,0.6111111111,6554.0,14413.5,21485.0,20983.0,21306.0
2.0,1.0,33.0,737.0,0.692,0.0801,0.0217,0.0027,0.0448,0.0095,0.2822,4790.0,6274.0,0.2897,0.2169,0.166,0.5310077519,12000.0,23595.0,33343.0,34684.0,19232.0
4.0,2.0,11.0,7626.737365812325,0.3979341562834014,0.050913070999742516,0.27765009419202524,0.11776972993167442,0.0038734164862465614,0.004509382693241797,0.1944665139380677,16546.0,11319.0,0.31889655245520526,0.3682897661246861,0.0,0.710509767439551,19392.872711972603,48721.10044664735,51154.40314523823,56542.75759541757,37877.98595491069
3.0,2.0,21.0,3279.0,0.2147,0.1177,0.2229,0.2769,0.003,0.003,0.1003,18490.0,12849.0,0.4359,0.4616,0.057,0.6703458425,23334.0,39414.0,54041.0,60655.0,51737.0
1.0,2.0,11.0,451.0,0.5809,0.0488,0.1397,0.0466,0.0022,0.0,0.6851,19957.0,7119.079518048917,0.1314,0.2218,0.023,0.6363636364,17222.797843695516,31419.0,44390.0,42945.0,46360.0
3.0,2.0,11.0,761.0,0.0788,0.3338,0.3311,0.0434,0.0053,0.0,0.247,9550.0,7632.0,0.4175,0.5143,0.078,0.6260504202,25641.0,25675.5,36960.0,39172.0,42665.0
3.0,2.0,21.0,101.0,0.9505,0.0,0.0,0.0,0.0,0.0,0.0,13584.0,4758.0,0.5647,0.0,0.0,0.6505982748253792,14330.117530363725,29724.0,30345.490226594033,31755.272120668145,29690.012629570723
2.0,1.0,21.0,3865.0,0.585,0.1651,0.0781,0.0499,0.0166,0.0028,0.3022,6439.0,7112.0,0.2702,0.1668,0.106,0.6049274087,10000.0,24817.0,32385.0,36171.0,13378.0
2.0,1.0,13.0,3539.0,0.4066,0.1492,0.2529,0.0288,0.0037,0.0031,0.4603,12300.0,8683.0,0.2707,0.202,0.078,0.5440295067,12000.0,32491.0,37126.0,38375.0,14529.0
1.0,1.0,33.0,17.0,0.7647,0.1176,0.0588,0.0,0.0,0.0,0.0,6701.0,6497.820464536752,0.7188,0.4375,0.063,0.4754098361,14053.06848019138,26114.0,34812.0,36952.24570724661,21541.0
3.0,2.0,11.0,7766.0,0.4768,0.0994,0.2144,0.0774,0.0012,0.0018,0.0407,10765.0,12392.0,0.2668,0.4705,0.053,0.7058823529,23250.0,55332.0,54152.0,60541.0,66074.0
3.0,2.0,42.0,668.0,0.8144,0.0464,0.006,0.009,0.021,0.0,0.021,10930.0,5685.0,0.384,0.7511,0.083,0.7030651341,22750.0,61335.0,36990.0,40340.0,49639.0
1.0,3.0,21.0,73.0,0.6301,0.2192,0.0685,0.0137,0.0,0.0,0.0,3378.0,4927.771356073363,0.808,0.712,0.067,0.4114114114,6333.0,13263.5,18951.0,21275.0,26238.0
